ensembl,pathways
ENSP00000224337,"['hsa04064', 'hsa04662']"
ENSP00000376652,['hsa04015']
ENSP00000357097,"['hsa04071', 'hsa04072', 'hsa04664']"
ENSP00000363318,"['hsa04060', 'hsa04061', 'hsa04144', 'hsa04151', 'hsa04630', 'hsa04658', 'hsa04659']"
ENSP00000376330,['hsa04144']
ENSP00000267953,"['hsa04064', 'hsa04210']"
ENSP00000353864,"['hsa04012', 'hsa04014', 'hsa04510', 'hsa04660']"
ENSP00000358165,"['hsa04145', 'hsa04640', 'hsa04666']"
ENSP00000341342,unknown
ENSP00000358482,unknown
ENSP00000279227,['hsa04611']
ENSP00000362195,"['hsa04060', 'hsa04151', 'hsa04630', 'hsa04640']"
ENSP00000358723,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04024', 'hsa04062', 'hsa04510', 'hsa04530', 'hsa04611', 'hsa04670']"
ENSP00000454748,unknown
ENSP00000363117,['hsa04062']
ENSP00000472249,unknown
ENSP00000482457,"['hsa00562', 'hsa04012', 'hsa04014', 'hsa04020', 'hsa04064', 'hsa04066', 'hsa04070', 'hsa04072', 'hsa04370', 'hsa04611', 'hsa04625', 'hsa04650', 'hsa04662', 'hsa04664', 'hsa04666', 'hsa04670', 'hsa04919']"
ENSP00000250559,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04024', 'hsa04062', 'hsa04510', 'hsa04611', 'hsa04670']"
ENSP00000216487,unknown
ENSP00000428056,"['hsa04012', 'hsa04014', 'hsa04015', 'hsa04024', 'hsa04062', 'hsa04066', 'hsa04068', 'hsa04070', 'hsa04071', 'hsa04072', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04210', 'hsa04218', 'hsa04370', 'hsa04510', 'hsa04550', 'hsa04611', 'hsa04620', 'hsa04625', 'hsa04630', 'hsa04650', 'hsa04660', 'hsa04662', 'hsa04664', 'hsa04666', 'hsa04668', 'hsa04670', 'hsa04910', 'hsa04914', 'hsa04915', 'hsa04917', 'hsa04919', 'hsa04923', 'hsa04926', 'hsa04929']"
ENSP00000259089,unknown
ENSP00000298229,"['hsa00562', 'hsa04070', 'hsa04662', 'hsa04666', 'hsa04910']"
ENSP00000317327,unknown
ENSP00000284987,unknown
ENSP00000221930,"['hsa04010', 'hsa04060', 'hsa04068', 'hsa04110', 'hsa04218', 'hsa04350', 'hsa04390', 'hsa04659', 'hsa04672', 'hsa04926']"
ENSP00000361626,unknown
ENSP00000438615,"['hsa04145', 'hsa04610']"
ENSP00000254898,unknown
ENSP00000264498,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151', 'hsa04550']"
ENSP00000228938,unknown
ENSP00000308208,"['hsa04668', 'hsa04912', 'hsa04928']"
ENSP00000261208,['hsa00340']
ENSP00000360882,unknown
ENSP00000268035,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04066', 'hsa04068', 'hsa04114', 'hsa04144', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04510', 'hsa04520', 'hsa04550', 'hsa04913', 'hsa04914']"
ENSP00000351807,unknown
ENSP00000476384,unknown
ENSP00000257290,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04020', 'hsa04072', 'hsa04144', 'hsa04151', 'hsa04510', 'hsa04540', 'hsa04630']"
ENSP00000331544,unknown
ENSP00000276055,['hsa00532']
ENSP00000260302,"['hsa04657', 'hsa04926', 'hsa04928']"
ENSP00000231004,unknown
ENSP00000362122,unknown
ENSP00000355330,unknown
ENSP00000347041,['hsa04350']
ENSP00000361842,unknown
ENSP00000261883,unknown
ENSP00000444211,unknown
ENSP00000362870,unknown
ENSP00000267101,"['hsa04010', 'hsa04012', 'hsa04020', 'hsa04151']"
ENSP00000362207,['hsa00532']
ENSP00000364946,unknown
ENSP00000266085,unknown
ENSP00000266718,unknown
ENSP00000310565,unknown
ENSP00000332151,['hsa00532']
ENSP00000356791,unknown
ENSP00000356975,unknown
ENSP00000238682,"['hsa04010', 'hsa04060', 'hsa04068', 'hsa04110', 'hsa04218', 'hsa04350', 'hsa04390']"
ENSP00000243077,unknown
ENSP00000371211,unknown
ENSP00000368104,"['hsa04060', 'hsa04350', 'hsa04390']"
ENSP00000364685,unknown
ENSP00000378957,unknown
ENSP00000322788,"['hsa03320', 'hsa04657', 'hsa04926']"
ENSP00000297848,unknown
ENSP00000212355,unknown
ENSP00000261799,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04020', 'hsa04072', 'hsa04151', 'hsa04510', 'hsa04540', 'hsa04630']"
ENSP00000387356,unknown
ENSP00000342235,"['hsa04010', 'hsa04012', 'hsa04020', 'hsa04151']"
ENSP00000250160,unknown
ENSP00000345008,unknown
ENSP00000364000,unknown
ENSP00000260950,['hsa04060']
ENSP00000299855,"['hsa04657', 'hsa04668']"
ENSP00000357255,['hsa04928']
ENSP00000286657,unknown
ENSP00000305714,unknown
ENSP00000053243,"['hsa04060', 'hsa04672']"
ENSP00000297156,unknown
ENSP00000261464,"['hsa04064', 'hsa04217', 'hsa04621', 'hsa04657', 'hsa04668']"
ENSP00000303920,unknown
ENSP00000367422,unknown
ENSP00000433623,"['hsa04010', 'hsa04064', 'hsa04120', 'hsa04144', 'hsa04620', 'hsa04621', 'hsa04622', 'hsa04657']"
ENSP00000329127,unknown
ENSP00000319279,"['hsa04064', 'hsa04625', 'hsa04660', 'hsa04662']"
ENSP00000358022,"['hsa04151', 'hsa04210', 'hsa04630']"
ENSP00000343505,"['hsa04060', 'hsa04672']"
ENSP00000359612,"['hsa04064', 'hsa04625', 'hsa04660', 'hsa04662']"
ENSP00000472316,unknown
ENSP00000362994,"['hsa04064', 'hsa04210', 'hsa04668']"
ENSP00000254801,unknown
ENSP00000261652,"['hsa04060', 'hsa04672']"
ENSP00000376786,unknown
ENSP00000221972,['hsa04662']
ENSP00000358967,unknown
ENSP00000469970,unknown
ENSP00000266557,['hsa04060']
ENSP00000053468,['hsa03010']
ENSP00000452909,['hsa03010']
ENSP00000377486,['hsa03010']
ENSP00000293860,"['hsa03020', 'hsa04623']"
ENSP00000326981,['hsa03008']
ENSP00000341247,['hsa03015']
ENSP00000445077,unknown
ENSP00000363211,unknown
ENSP00000307889,['hsa03010']
ENSP00000254928,unknown
ENSP00000378294,['hsa04141']
ENSP00000461324,unknown
ENSP00000418008,unknown
ENSP00000296805,unknown
ENSP00000346046,['hsa03010']
ENSP00000472469,['hsa03010']
ENSP00000259873,unknown
ENSP00000320184,unknown
ENSP00000420714,['hsa03010']
ENSP00000222247,['hsa03010']
ENSP00000378163,['hsa03010']
ENSP00000356134,unknown
ENSP00000308275,unknown
ENSP00000355315,['hsa03010']
ENSP00000339795,['hsa03010']
ENSP00000276585,unknown
ENSP00000323856,unknown
ENSP00000338093,['hsa00970']
ENSP00000386655,['hsa03010']
ENSP00000346050,['hsa03010']
ENSP00000363676,['hsa03010']
ENSP00000308897,['hsa03010']
ENSP00000361923,unknown
ENSP00000388337,"['hsa03060', 'hsa04141', 'hsa04145']"
ENSP00000297071,['hsa03040']
ENSP00000478035,unknown
ENSP00000454370,unknown
ENSP00000246337,['hsa00860']
ENSP00000301585,unknown
ENSP00000347277,unknown
ENSP00000461930,unknown
ENSP00000413436,['hsa03010']
ENSP00000370376,"['hsa00240', 'hsa00983']"
ENSP00000339844,unknown
ENSP00000363999,unknown
ENSP00000260443,['hsa03010']
ENSP00000308717,unknown
ENSP00000253686,unknown
ENSP00000343867,unknown
ENSP00000426941,unknown
ENSP00000364794,['hsa00970']
ENSP00000357823,['hsa03010']
ENSP00000361076,['hsa03010']
ENSP00000256441,unknown
ENSP00000312066,['hsa03060']
ENSP00000417602,unknown
ENSP00000296577,unknown
ENSP00000346027,['hsa03010']
ENSP00000258455,['hsa03010']
ENSP00000449544,unknown
ENSP00000382250,['hsa03010']
ENSP00000333837,['hsa03010']
ENSP00000484903,unknown
ENSP00000386717,['hsa03010']
ENSP00000380466,['hsa03010']
ENSP00000267884,['hsa03060']
ENSP00000419665,"['hsa03030', 'hsa03430', 'hsa03440']"
ENSP00000281543,unknown
ENSP00000358812,unknown
ENSP00000317376,['hsa03010']
ENSP00000355890,"['hsa00860', 'hsa00970']"
ENSP00000346012,['hsa03010']
ENSP00000430706,unknown
ENSP00000377640,['hsa03010']
ENSP00000225969,['hsa03010']
ENSP00000403614,unknown
ENSP00000296102,['hsa03010']
ENSP00000333401,unknown
ENSP00000379339,['hsa03010']
ENSP00000354525,['hsa03010']
ENSP00000451818,['hsa03060']
ENSP00000389103,['hsa03010']
ENSP00000295491,['hsa03010']
ENSP00000355471,unknown
ENSP00000311430,['hsa03010']
ENSP00000428085,['hsa03010']
ENSP00000358060,['hsa00970']
ENSP00000414321,['hsa03010']
ENSP00000253099,['hsa03010']
ENSP00000288937,['hsa03010']
ENSP00000259469,['hsa03010']
ENSP00000338389,['hsa03010']
ENSP00000262584,['hsa03010']
ENSP00000420311,['hsa03010']
ENSP00000369757,"['hsa03010', 'hsa04066', 'hsa04150', 'hsa04151', 'hsa04371', 'hsa04910']"
ENSP00000313877,unknown
ENSP00000290208,['hsa03010']
ENSP00000331019,['hsa03010']
ENSP00000424870,['hsa03060']
ENSP00000298283,['hsa03010']
ENSP00000424328,unknown
ENSP00000464342,['hsa03010']
ENSP00000307567,['hsa00970']
ENSP00000309830,['hsa03010']
ENSP00000302896,['hsa03010']
ENSP00000399797,unknown
ENSP00000429931,['hsa03013']
ENSP00000404179,['hsa04015']
ENSP00000263629,unknown
ENSP00000483484,unknown
ENSP00000254630,unknown
ENSP00000315017,['hsa03010']
ENSP00000418082,['hsa03010']
ENSP00000288022,unknown
ENSP00000475027,unknown
ENSP00000364320,unknown
ENSP00000384952,['hsa03010']
ENSP00000280557,unknown
ENSP00000318158,unknown
ENSP00000315397,unknown
ENSP00000264995,['hsa03010']
ENSP00000464411,unknown
ENSP00000296674,['hsa03010']
ENSP00000417240,unknown
ENSP00000368927,['hsa03013']
ENSP00000323065,unknown
ENSP00000256404,unknown
ENSP00000223641,"['hsa03060', 'hsa04141', 'hsa04145']"
ENSP00000177742,unknown
ENSP00000454746,unknown
ENSP00000404375,['hsa03010']
ENSP00000346080,['hsa03010']
ENSP00000229238,unknown
ENSP00000331849,unknown
ENSP00000416429,['hsa03010']
ENSP00000369682,unknown
ENSP00000339095,['hsa03010']
ENSP00000300151,['hsa03010']
ENSP00000363018,['hsa03010']
ENSP00000220849,['hsa03013']
ENSP00000199320,unknown
ENSP00000295767,unknown
ENSP00000435096,['hsa03010']
ENSP00000449884,unknown
ENSP00000385958,['hsa03010']
ENSP00000359345,['hsa03010']
ENSP00000418221,unknown
ENSP00000296277,unknown
ENSP00000252602,['hsa03010']
ENSP00000387710,['hsa00970']
ENSP00000380251,['hsa04146']
ENSP00000248342,unknown
ENSP00000361206,['hsa03010']
ENSP00000434241,unknown
ENSP00000454786,unknown
ENSP00000351214,unknown
ENSP00000230050,['hsa03010']
ENSP00000081029,unknown
ENSP00000423399,['hsa03010']
ENSP00000376732,unknown
ENSP00000390331,unknown
ENSP00000228347,"['hsa03020', 'hsa04623']"
ENSP00000336702,unknown
ENSP00000346088,['hsa03010']
ENSP00000389455,unknown
ENSP00000474534,unknown
ENSP00000345957,['hsa03010']
ENSP00000363308,unknown
ENSP00000449328,['hsa03010']
ENSP00000373404,['hsa03010']
ENSP00000346037,['hsa03010']
ENSP00000369897,['hsa00970']
ENSP00000379506,['hsa03010']
ENSP00000229314,unknown
ENSP00000354739,['hsa03010']
ENSP00000285298,['hsa03010']
ENSP00000296328,unknown
ENSP00000295822,unknown
ENSP00000419038,unknown
ENSP00000322439,unknown
ENSP00000341082,['hsa03010']
ENSP00000312311,unknown
ENSP00000354580,['hsa03010']
ENSP00000375730,['hsa03010']
ENSP00000481646,['hsa03010']
ENSP00000447001,['hsa03010']
ENSP00000342676,unknown
ENSP00000223324,['hsa03010']
ENSP00000199706,['hsa03010']
ENSP00000361465,"['hsa03020', 'hsa04623']"
ENSP00000319713,unknown
ENSP00000362036,['hsa03010']
ENSP00000305682,unknown
ENSP00000258105,unknown
ENSP00000261313,unknown
ENSP00000258383,unknown
ENSP00000253233,unknown
ENSP00000268206,['hsa03008']
ENSP00000481697,unknown
ENSP00000362208,['hsa03010']
ENSP00000348849,['hsa03010']
ENSP00000360850,['hsa03010']
ENSP00000361084,['hsa03010']
ENSP00000279242,unknown
ENSP00000289371,['hsa03013']
ENSP00000395196,"['hsa00860', 'hsa00970']"
ENSP00000478982,"['hsa03008', 'hsa03013']"
ENSP00000272418,['hsa03010']
ENSP00000310726,unknown
ENSP00000271764,unknown
ENSP00000338862,unknown
ENSP00000470972,['hsa03010']
ENSP00000338057,unknown
ENSP00000377814,['hsa00230']
ENSP00000418868,['hsa03010']
ENSP00000467466,['hsa03010']
ENSP00000354086,unknown
ENSP00000268661,['hsa03010']
ENSP00000298428,"['hsa03060', 'hsa04141', 'hsa04145']"
ENSP00000472985,['hsa03010']
ENSP00000270625,['hsa03010']
ENSP00000360498,unknown
ENSP00000403172,['hsa03010']
ENSP00000463379,unknown
ENSP00000314792,unknown
ENSP00000297613,"['hsa03008', 'hsa03013']"
ENSP00000435412,"['hsa04010', 'hsa04114', 'hsa04150', 'hsa04914']"
ENSP00000326366,"['hsa04310', 'hsa04330']"
ENSP00000312624,unknown
ENSP00000373472,unknown
ENSP00000262407,"['hsa04015', 'hsa04151', 'hsa04510', 'hsa04512', 'hsa04611', 'hsa04640']"
ENSP00000458585,unknown
ENSP00000240185,unknown
ENSP00000292385,unknown
ENSP00000342109,unknown
ENSP00000293443,unknown
ENSP00000263593,unknown
ENSP00000396755,unknown
ENSP00000217133,"['hsa04145', 'hsa04540']"
ENSP00000298542,unknown
ENSP00000353868,unknown
ENSP00000355747,['hsa04330']
ENSP00000441381,unknown
ENSP00000292432,"['hsa00010', 'hsa00051', 'hsa00052', 'hsa00500', 'hsa00520', 'hsa00524', 'hsa04066', 'hsa04910']"
ENSP00000254108,unknown
ENSP00000262418,unknown
ENSP00000232501,['hsa04150']
ENSP00000379901,unknown
ENSP00000270142,['hsa04146']
ENSP00000390204,unknown
ENSP00000366299,unknown
ENSP00000299427,['hsa04142']
ENSP00000261900,unknown
ENSP00000260045,unknown
ENSP00000339637,unknown
ENSP00000366886,unknown
ENSP00000382814,unknown
ENSP00000304689,unknown
ENSP00000362824,['hsa00514']
ENSP00000471331,unknown
ENSP00000249861,unknown
ENSP00000292562,unknown
ENSP00000309555,unknown
ENSP00000309007,unknown
ENSP00000297661,unknown
ENSP00000443216,unknown
ENSP00000356540,['hsa04130']
ENSP00000363054,['hsa04145']
ENSP00000303356,['hsa00040']
ENSP00000356918,"['hsa04130', 'hsa04145']"
ENSP00000373715,['hsa03018']
ENSP00000258301,['hsa04130']
ENSP00000276431,"['hsa04060', 'hsa04061', 'hsa04115', 'hsa04210', 'hsa04217', 'hsa04650']"
ENSP00000321826,unknown
ENSP00000444201,unknown
ENSP00000313172,['hsa04530']
ENSP00000264231,unknown
ENSP00000355986,unknown
ENSP00000305810,"['hsa04130', 'hsa04145']"
ENSP00000477344,unknown
ENSP00000363441,unknown
ENSP00000346954,unknown
ENSP00000369810,unknown
ENSP00000478933,unknown
ENSP00000372210,['hsa04130']
ENSP00000305255,['hsa04130']
ENSP00000228567,unknown
ENSP00000358126,['hsa04144']
ENSP00000231668,unknown
ENSP00000450731,['hsa04130']
ENSP00000412927,"['hsa04144', 'hsa04145', 'hsa04218', 'hsa04514', 'hsa04612', 'hsa04650']"
ENSP00000464383,unknown
ENSP00000377520,unknown
ENSP00000478637,unknown
ENSP00000376178,['hsa04130']
ENSP00000362399,unknown
ENSP00000352544,unknown
ENSP00000251775,['hsa04144']
ENSP00000303437,unknown
ENSP00000305647,['hsa04130']
ENSP00000263897,['hsa04130']
ENSP00000347538,unknown
ENSP00000300289,"['hsa04141', 'hsa04612']"
ENSP00000320679,['hsa04130']
ENSP00000256010,['hsa04080']
ENSP00000346265,unknown
ENSP00000215730,['hsa04130']
ENSP00000340914,unknown
ENSP00000255224,unknown
ENSP00000054668,unknown
ENSP00000328818,unknown
ENSP00000260402,"['hsa00562', 'hsa04015', 'hsa04020', 'hsa04022', 'hsa04062', 'hsa04070', 'hsa04071', 'hsa04072', 'hsa04310', 'hsa04371', 'hsa04540', 'hsa04611', 'hsa04621', 'hsa04911', 'hsa04912', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04922', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928', 'hsa04929']"
ENSP00000369643,"['hsa04020', 'hsa04080']"
ENSP00000384387,['hsa04080']
ENSP00000292513,"['hsa04020', 'hsa04080']"
ENSP00000234371,"['hsa04080', 'hsa04929']"
ENSP00000306662,"['hsa04020', 'hsa04022', 'hsa04080']"
ENSP00000354911,unknown
ENSP00000303452,['hsa04080']
ENSP00000276198,"['hsa04020', 'hsa04080', 'hsa04540']"
ENSP00000295619,unknown
ENSP00000485512,unknown
ENSP00000378089,['hsa04080']
ENSP00000217289,unknown
ENSP00000388825,['hsa04080']
ENSP00000366416,"['hsa04020', 'hsa04022', 'hsa04080', 'hsa04916', 'hsa04926']"
ENSP00000434045,unknown
ENSP00000367691,"['hsa04072', 'hsa04080', 'hsa04151']"
ENSP00000248076,"['hsa04015', 'hsa04080', 'hsa04610', 'hsa04611']"
ENSP00000417161,unknown
ENSP00000171757,['hsa04080']
ENSP00000359532,"['hsa04020', 'hsa04080']"
ENSP00000380247,"['hsa04020', 'hsa04080']"
ENSP00000331358,unknown
ENSP00000321106,['hsa04080']
ENSP00000359682,['hsa04080']
ENSP00000478492,"['hsa04020', 'hsa04080']"
ENSP00000303325,"['hsa04020', 'hsa04080']"
ENSP00000262958,"['hsa04020', 'hsa04926']"
ENSP00000321326,"['hsa04015', 'hsa04020', 'hsa04024', 'hsa04072', 'hsa04080', 'hsa04151', 'hsa04610', 'hsa04611']"
ENSP00000362965,"['hsa04020', 'hsa04080']"
ENSP00000245983,"['hsa04080', 'hsa04912', 'hsa04929']"
ENSP00000368766,"['hsa04020', 'hsa04022', 'hsa04080']"
ENSP00000304767,"['hsa04015', 'hsa04080', 'hsa04611']"
ENSP00000483110,['hsa04080']
ENSP00000296677,['hsa04080']
ENSP00000255380,"['hsa04020', 'hsa04080', 'hsa04911']"
ENSP00000473159,['hsa04024']
ENSP00000338185,"['hsa00562', 'hsa04015', 'hsa04020', 'hsa04022', 'hsa04062', 'hsa04070', 'hsa04071', 'hsa04072', 'hsa04310', 'hsa04371', 'hsa04540', 'hsa04611', 'hsa04621', 'hsa04911', 'hsa04912', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04922', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928', 'hsa04929']"
ENSP00000408205,"['hsa04015', 'hsa04072', 'hsa04080', 'hsa04151']"
ENSP00000217270,unknown
ENSP00000306138,"['hsa04020', 'hsa04072', 'hsa04080', 'hsa04540']"
ENSP00000282018,"['hsa04020', 'hsa04080']"
ENSP00000372750,"['hsa04020', 'hsa04080']"
ENSP00000328230,unknown
ENSP00000437737,"['hsa04020', 'hsa04080', 'hsa04540']"
ENSP00000312262,"['hsa04062', 'hsa04144', 'hsa04340']"
ENSP00000339299,unknown
ENSP00000306490,"['hsa04020', 'hsa04024', 'hsa04080', 'hsa04151']"
ENSP00000218721,['hsa04080']
ENSP00000277942,['hsa04080']
ENSP00000356094,"['hsa04020', 'hsa04072', 'hsa04080']"
ENSP00000258042,['hsa04080']
ENSP00000359793,"['hsa04020', 'hsa04072', 'hsa04080']"
ENSP00000246553,['hsa04911']
ENSP00000361668,"['hsa04024', 'hsa04080', 'hsa04924']"
ENSP00000276414,"['hsa04080', 'hsa04912', 'hsa04929']"
ENSP00000271331,unknown
ENSP00000307822,['hsa04080']
ENSP00000356162,"['hsa04080', 'hsa04929']"
ENSP00000376609,"['hsa04062', 'hsa04144']"
ENSP00000217386,"['hsa04024', 'hsa04080', 'hsa04921']"
ENSP00000258400,"['hsa04020', 'hsa04080', 'hsa04540']"
ENSP00000380008,unknown
ENSP00000296641,"['hsa04080', 'hsa04610']"
ENSP00000293330,['hsa04080']
ENSP00000340526,unknown
ENSP00000241256,"['hsa04024', 'hsa04080']"
ENSP00000319744,unknown
ENSP00000369960,"['hsa04020', 'hsa04022', 'hsa04080', 'hsa04152']"
ENSP00000299178,"['hsa04020', 'hsa04072', 'hsa04080']"
ENSP00000078429,"['hsa04020', 'hsa04022', 'hsa04540', 'hsa04911', 'hsa04912', 'hsa04925', 'hsa04927', 'hsa04928', 'hsa04929']"
ENSP00000303686,['hsa04080']
ENSP00000323516,['hsa04080']
ENSP00000477548,['hsa04080']
ENSP00000443631,"['hsa00562', 'hsa04015', 'hsa04020', 'hsa04022', 'hsa04062', 'hsa04070', 'hsa04071', 'hsa04072', 'hsa04310', 'hsa04371', 'hsa04540', 'hsa04611', 'hsa04621', 'hsa04911', 'hsa04912', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04922', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928', 'hsa04929']"
ENSP00000354896,"['hsa04020', 'hsa04068', 'hsa04072', 'hsa04080', 'hsa04540', 'hsa04915']"
ENSP00000240874,unknown
ENSP00000226413,"['hsa04080', 'hsa04912']"
ENSP00000377948,unknown
ENSP00000356793,"['hsa04060', 'hsa04061', 'hsa04062']"
ENSP00000360538,unknown
ENSP00000262741,"['hsa04012', 'hsa04014', 'hsa04015', 'hsa04024', 'hsa04062', 'hsa04066', 'hsa04068', 'hsa04070', 'hsa04071', 'hsa04072', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04210', 'hsa04218', 'hsa04370', 'hsa04510', 'hsa04550', 'hsa04611', 'hsa04620', 'hsa04625', 'hsa04630', 'hsa04650', 'hsa04660', 'hsa04662', 'hsa04664', 'hsa04666', 'hsa04668', 'hsa04670', 'hsa04910', 'hsa04914', 'hsa04915', 'hsa04917', 'hsa04919', 'hsa04923', 'hsa04926', 'hsa04929']"
ENSP00000267017,['hsa04080']
ENSP00000386834,unknown
ENSP00000295589,"['hsa04020', 'hsa04080', 'hsa04911']"
ENSP00000480966,['hsa04080']
ENSP00000367762,"['hsa00562', 'hsa04015', 'hsa04020', 'hsa04022', 'hsa04062', 'hsa04070', 'hsa04071', 'hsa04072', 'hsa04310', 'hsa04371', 'hsa04540', 'hsa04611', 'hsa04621', 'hsa04911', 'hsa04912', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04922', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928', 'hsa04929']"
ENSP00000337128,"['hsa04024', 'hsa04080', 'hsa04924']"
ENSP00000335560,unknown
ENSP00000393333,"['hsa04020', 'hsa04080', 'hsa04611']"
ENSP00000365807,['hsa04020']
ENSP00000315011,"['hsa04020', 'hsa04022', 'hsa04024', 'hsa04080', 'hsa04924']"
ENSP00000296099,['hsa04080']
ENSP00000256857,['hsa04080']
ENSP00000368818,unknown
ENSP00000470034,unknown
ENSP00000418661,unknown
ENSP00000379267,unknown
ENSP00000237822,unknown
ENSP00000446955,"['hsa04530', 'hsa04530', 'hsa04921', 'hsa04921']"
ENSP00000331327,unknown
ENSP00000404100,['hsa04550']
ENSP00000278200,['hsa03060']
ENSP00000397172,unknown
ENSP00000378323,"['hsa04010', 'hsa04020', 'hsa04022', 'hsa04114', 'hsa04218', 'hsa04310', 'hsa04370', 'hsa04625', 'hsa04650', 'hsa04658', 'hsa04659', 'hsa04660', 'hsa04662', 'hsa04921', 'hsa04922', 'hsa04924']"
ENSP00000363055,unknown
ENSP00000321805,unknown
ENSP00000427802,unknown
ENSP00000367319,unknown
ENSP00000337816,['hsa04928']
ENSP00000350833,unknown
ENSP00000377969,['hsa03022']
ENSP00000331487,['hsa04141']
ENSP00000397566,"['hsa03022', 'hsa04022']"
ENSP00000216122,"['hsa03030', 'hsa04110']"
ENSP00000315931,['hsa00270']
ENSP00000278935,unknown
ENSP00000297431,['hsa04110']
ENSP00000355958,unknown
ENSP00000300035,unknown
ENSP00000349823,unknown
ENSP00000354720,"['hsa04110', 'hsa04114']"
ENSP00000353793,unknown
ENSP00000473233,unknown
ENSP00000408367,unknown
ENSP00000349748,unknown
ENSP00000236137,unknown
ENSP00000246117,unknown
ENSP00000362592,['hsa04218']
ENSP00000234296,['hsa04110']
ENSP00000303427,unknown
ENSP00000306999,unknown
ENSP00000401018,unknown
ENSP00000258403,unknown
ENSP00000313171,unknown
ENSP00000359424,"['hsa04010', 'hsa04014', 'hsa04062', 'hsa04064', 'hsa04068', 'hsa04150', 'hsa04151', 'hsa04210', 'hsa04620', 'hsa04621', 'hsa04622', 'hsa04623', 'hsa04625', 'hsa04657', 'hsa04658', 'hsa04659', 'hsa04660', 'hsa04662', 'hsa04668', 'hsa04920']"
ENSP00000314505,unknown
ENSP00000323421,"['hsa04110', 'hsa04114']"
ENSP00000440402,unknown
ENSP00000342262,['hsa03013']
ENSP00000484105,unknown
ENSP00000322180,unknown
ENSP00000223398,unknown
ENSP00000278412,unknown
ENSP00000307288,"['hsa03030', 'hsa04110']"
ENSP00000309126,unknown
ENSP00000263202,['hsa04141']
ENSP00000298767,unknown
ENSP00000265753,unknown
ENSP00000224950,unknown
ENSP00000263635,unknown
ENSP00000232424,"['hsa03460', 'hsa04330']"
ENSP00000404232,unknown
ENSP00000368349,['hsa03030']
ENSP00000332706,unknown
ENSP00000405726,['hsa04110']
ENSP00000228843,unknown
ENSP00000209873,['hsa03013']
ENSP00000349961,unknown
ENSP00000265465,['hsa03030']
ENSP00000286398,unknown
ENSP00000336740,['hsa04666']
ENSP00000265421,['hsa03410']
ENSP00000295050,unknown
ENSP00000262315,unknown
ENSP00000460070,unknown
ENSP00000221486,['hsa03030']
ENSP00000261881,unknown
ENSP00000462664,['hsa03460']
ENSP00000253462,unknown
ENSP00000377617,['hsa00670']
ENSP00000265339,['hsa04120']
ENSP00000342434,unknown
ENSP00000323889,"['hsa04064', 'hsa04622']"
ENSP00000395654,unknown
ENSP00000287156,['hsa04120']
ENSP00000350491,['hsa03030']
ENSP00000480987,"['hsa03030', 'hsa04110']"
ENSP00000262105,"['hsa03030', 'hsa04110']"
ENSP00000333266,['hsa04120']
ENSP00000235310,"['hsa04110', 'hsa04114', 'hsa04914']"
ENSP00000313752,unknown
ENSP00000297338,['hsa04110']
ENSP00000362131,"['hsa03030', 'hsa03420', 'hsa03430', 'hsa03440', 'hsa03460']"
ENSP00000369424,unknown
ENSP00000055335,['hsa04910']
ENSP00000360035,['hsa04910']
ENSP00000238994,['hsa04910']
ENSP00000284601,['hsa04910']
ENSP00000371141,unknown
ENSP00000308318,['hsa04910']
ENSP00000317904,"['hsa00500', 'hsa04151', 'hsa04152', 'hsa04910', 'hsa04922']"
ENSP00000168216,['hsa00280']
ENSP00000455607,"['hsa04020', 'hsa04910', 'hsa04922']"
ENSP00000408288,['hsa04910']
ENSP00000445440,"['hsa04020', 'hsa04910', 'hsa04922']"
ENSP00000385415,unknown
ENSP00000364591,unknown
ENSP00000369274,"['hsa04020', 'hsa04910', 'hsa04922']"
ENSP00000313504,"['hsa04020', 'hsa04910', 'hsa04922']"
ENSP00000362151,unknown
ENSP00000055682,unknown
ENSP00000253401,unknown
ENSP00000328059,unknown
ENSP00000309572,unknown
ENSP00000218249,unknown
ENSP00000354912,unknown
ENSP00000365606,unknown
ENSP00000364054,unknown
ENSP00000362465,unknown
ENSP00000360017,unknown
ENSP00000427329,unknown
ENSP00000363972,unknown
ENSP00000377699,unknown
ENSP00000439378,unknown
