ensembl,pathways
ENSP00000483125,unknown
ENSP00000364609,unknown
ENSP00000388275,unknown
ENSP00000238647,unknown
ENSP00000263620,unknown
ENSP00000234392,unknown
ENSP00000362942,unknown
ENSP00000298282,unknown
ENSP00000353796,unknown
ENSP00000477716,unknown
ENSP00000315263,unknown
ENSP00000357986,unknown
ENSP00000483280,unknown
ENSP00000329093,"['hsa00380', 'hsa00790']"
ENSP00000485589,['hsa04142']
ENSP00000366673,['hsa04142']
ENSP00000249806,unknown
ENSP00000328182,unknown
ENSP00000389289,unknown
ENSP00000397261,['hsa00920']
ENSP00000380702,unknown
ENSP00000361524,unknown
ENSP00000361483,unknown
ENSP00000329614,unknown
ENSP00000483494,unknown
ENSP00000371535,"['hsa00450', 'hsa00970']"
ENSP00000262432,unknown
ENSP00000299752,unknown
ENSP00000274278,unknown
ENSP00000369045,unknown
ENSP00000385836,unknown
ENSP00000446058,unknown
ENSP00000481056,unknown
ENSP00000282507,unknown
ENSP00000396935,unknown
ENSP00000234739,unknown
ENSP00000367794,unknown
ENSP00000477509,unknown
ENSP00000319673,unknown
ENSP00000302327,unknown
ENSP00000354691,unknown
ENSP00000358233,unknown
ENSP00000463574,unknown
ENSP00000234816,unknown
ENSP00000362759,unknown
ENSP00000361554,unknown
ENSP00000451223,unknown
ENSP00000479969,unknown
ENSP00000282292,unknown
ENSP00000262585,unknown
ENSP00000360411,unknown
ENSP00000470082,unknown
ENSP00000408058,unknown
ENSP00000264930,unknown
ENSP00000290291,unknown
ENSP00000377801,unknown
ENSP00000381204,unknown
ENSP00000235307,unknown
ENSP00000371061,unknown
ENSP00000288177,unknown
ENSP00000424007,unknown
ENSP00000298784,unknown
ENSP00000353670,unknown
ENSP00000368981,unknown
ENSP00000424566,unknown
ENSP00000318960,unknown
ENSP00000369407,unknown
ENSP00000355577,unknown
ENSP00000417654,unknown
ENSP00000378690,unknown
ENSP00000235347,unknown
ENSP00000365266,unknown
ENSP00000279146,unknown
ENSP00000235349,unknown
ENSP00000480122,unknown
ENSP00000480027,unknown
ENSP00000349931,unknown
ENSP00000462269,unknown
ENSP00000422037,unknown
ENSP00000358217,unknown
ENSP00000339764,unknown
ENSP00000339030,unknown
ENSP00000254816,unknown
ENSP00000354891,unknown
ENSP00000260257,unknown
ENSP00000357409,unknown
ENSP00000381032,unknown
ENSP00000264917,"['hsa00230', 'hsa04927']"
ENSP00000370867,unknown
ENSP00000478104,unknown
ENSP00000387941,unknown
ENSP00000261332,unknown
ENSP00000355377,['hsa00980']
ENSP00000251296,unknown
ENSP00000380544,unknown
ENSP00000302562,unknown
ENSP00000400995,['hsa00780']
ENSP00000361072,unknown
ENSP00000273158,unknown
ENSP00000385312,unknown
ENSP00000355938,unknown
ENSP00000264400,unknown
ENSP00000353165,['hsa00730']
ENSP00000321005,unknown
ENSP00000356581,unknown
ENSP00000307911,['hsa00533']
ENSP00000311280,unknown
ENSP00000236166,unknown
ENSP00000400448,unknown
ENSP00000354597,unknown
ENSP00000414034,unknown
ENSP00000367318,unknown
ENSP00000483486,unknown
ENSP00000261636,unknown
ENSP00000342805,unknown
ENSP00000309521,unknown
ENSP00000363478,unknown
ENSP00000236495,unknown
ENSP00000321498,unknown
ENSP00000476820,unknown
ENSP00000387292,unknown
ENSP00000387075,unknown
ENSP00000333292,unknown
ENSP00000271971,unknown
ENSP00000278559,unknown
ENSP00000250699,['hsa04080']
ENSP00000317214,unknown
ENSP00000295055,unknown
ENSP00000419417,unknown
ENSP00000381036,unknown
ENSP00000355837,unknown
ENSP00000385247,unknown
ENSP00000331636,unknown
ENSP00000261374,['hsa00534']
ENSP00000370669,"['hsa04020', 'hsa04022', 'hsa04371']"
ENSP00000389009,"['hsa00330', 'hsa00340', 'hsa00410']"
ENSP00000392043,"['hsa04020', 'hsa04022', 'hsa04024', 'hsa04925']"
ENSP00000447091,unknown
ENSP00000345997,unknown
ENSP00000359890,unknown
ENSP00000287202,unknown
ENSP00000379704,unknown
ENSP00000410584,unknown
ENSP00000292672,unknown
ENSP00000267287,unknown
ENSP00000333938,unknown
ENSP00000365651,['hsa04022']
ENSP00000386126,unknown
ENSP00000272643,unknown
ENSP00000365253,unknown
ENSP00000274787,unknown
ENSP00000295148,unknown
ENSP00000418721,unknown
ENSP00000334805,unknown
ENSP00000466477,unknown
ENSP00000325638,unknown
ENSP00000360441,unknown
ENSP00000309189,unknown
ENSP00000360455,unknown
ENSP00000387822,unknown
ENSP00000379003,unknown
ENSP00000370013,unknown
ENSP00000342344,unknown
ENSP00000369618,unknown
ENSP00000338533,unknown
ENSP00000469836,['hsa04146']
ENSP00000396593,unknown
ENSP00000368318,unknown
ENSP00000371786,unknown
ENSP00000382026,unknown
ENSP00000448580,unknown
ENSP00000379701,unknown
ENSP00000257787,unknown
ENSP00000332750,unknown
ENSP00000358714,unknown
ENSP00000344233,unknown
ENSP00000304078,unknown
ENSP00000265707,unknown
ENSP00000269053,unknown
ENSP00000282570,unknown
ENSP00000432816,unknown
ENSP00000335384,unknown
ENSP00000274673,unknown
ENSP00000420256,unknown
ENSP00000297788,unknown
ENSP00000249044,unknown
ENSP00000417038,unknown
ENSP00000356475,unknown
ENSP00000341361,unknown
ENSP00000359904,unknown
ENSP00000316782,unknown
ENSP00000262102,unknown
ENSP00000406052,unknown
ENSP00000363984,unknown
ENSP00000315505,unknown
ENSP00000332433,unknown
ENSP00000257910,unknown
ENSP00000475216,unknown
ENSP00000261735,['hsa04141']
ENSP00000237536,unknown
ENSP00000376335,unknown
ENSP00000252660,"['hsa04080', 'hsa04614']"
ENSP00000360158,unknown
ENSP00000329002,unknown
ENSP00000301015,unknown
ENSP00000268766,unknown
ENSP00000378757,unknown
ENSP00000256178,unknown
ENSP00000245407,unknown
ENSP00000471463,unknown
ENSP00000366797,unknown
ENSP00000409423,unknown
ENSP00000422067,unknown
ENSP00000317396,unknown
ENSP00000454973,unknown
ENSP00000255087,unknown
ENSP00000362634,unknown
ENSP00000255688,unknown
ENSP00000305069,unknown
ENSP00000331376,unknown
ENSP00000365200,unknown
ENSP00000305193,unknown
ENSP00000424381,unknown
ENSP00000392513,unknown
ENSP00000336693,unknown
ENSP00000410768,unknown
ENSP00000273359,unknown
ENSP00000383901,unknown
ENSP00000273596,unknown
ENSP00000376807,unknown
ENSP00000359378,unknown
ENSP00000406909,['hsa00564']
ENSP00000340465,unknown
ENSP00000302276,unknown
ENSP00000318258,unknown
ENSP00000378578,unknown
ENSP00000397843,unknown
ENSP00000393667,unknown
ENSP00000291182,unknown
ENSP00000387593,unknown
ENSP00000400223,unknown
ENSP00000350934,unknown
ENSP00000366223,unknown
ENSP00000261488,unknown
ENSP00000367315,unknown
ENSP00000321606,unknown
ENSP00000307214,unknown
ENSP00000333490,['hsa00230']
ENSP00000238044,unknown
ENSP00000325917,unknown
ENSP00000478179,unknown
ENSP00000351138,unknown
ENSP00000424737,unknown
ENSP00000306328,unknown
ENSP00000464162,unknown
ENSP00000349708,unknown
ENSP00000432651,unknown
ENSP00000353942,unknown
ENSP00000441405,unknown
ENSP00000317542,unknown
ENSP00000363345,unknown
ENSP00000363482,['hsa04144']
ENSP00000359128,unknown
ENSP00000485442,unknown
ENSP00000452552,unknown
ENSP00000238379,unknown
ENSP00000363207,unknown
ENSP00000380880,unknown
ENSP00000403954,unknown
ENSP00000370192,unknown
ENSP00000303769,unknown
ENSP00000266560,unknown
ENSP00000266269,unknown
ENSP00000331012,unknown
ENSP00000306324,unknown
ENSP00000260113,unknown
ENSP00000366534,unknown
ENSP00000302189,unknown
ENSP00000238618,['hsa00620']
ENSP00000238609,unknown
ENSP00000332511,unknown
ENSP00000323068,unknown
ENSP00000341030,['hsa04917']
ENSP00000297837,unknown
ENSP00000308926,unknown
ENSP00000364749,unknown
ENSP00000403937,unknown
ENSP00000261530,unknown
ENSP00000404251,unknown
ENSP00000307265,unknown
ENSP00000481684,unknown
ENSP00000462996,unknown
ENSP00000415998,unknown
ENSP00000265069,unknown
ENSP00000384794,"['hsa00601', 'hsa00603']"
ENSP00000356404,['hsa00601']
ENSP00000278903,['hsa04115']
ENSP00000249014,unknown
ENSP00000279249,unknown
ENSP00000338258,unknown
ENSP00000354688,unknown
ENSP00000258390,unknown
ENSP00000295324,unknown
ENSP00000365643,unknown
ENSP00000368982,unknown
ENSP00000369395,unknown
ENSP00000340672,unknown
ENSP00000419765,unknown
ENSP00000362372,unknown
ENSP00000342499,unknown
ENSP00000363339,unknown
ENSP00000377086,unknown
ENSP00000387617,unknown
ENSP00000338727,unknown
ENSP00000456594,unknown
ENSP00000376135,unknown
ENSP00000362260,unknown
ENSP00000305654,unknown
ENSP00000320081,unknown
ENSP00000326933,unknown
ENSP00000324191,unknown
ENSP00000302578,unknown
ENSP00000371085,unknown
ENSP00000359050,unknown
ENSP00000238875,unknown
ENSP00000359940,unknown
ENSP00000413218,unknown
ENSP00000300255,unknown
ENSP00000481854,unknown
ENSP00000355623,unknown
ENSP00000238892,unknown
ENSP00000349732,unknown
ENSP00000386772,unknown
ENSP00000373206,['hsa00514']
ENSP00000266673,unknown
ENSP00000466561,unknown
ENSP00000265138,unknown
ENSP00000255324,unknown
ENSP00000366283,unknown
ENSP00000362444,unknown
ENSP00000343633,unknown
ENSP00000481581,unknown
ENSP00000296088,unknown
ENSP00000412064,unknown
ENSP00000359563,unknown
ENSP00000268383,unknown
ENSP00000239231,['hsa00770']
ENSP00000361642,['hsa00770']
ENSP00000364912,unknown
ENSP00000318423,unknown
ENSP00000239367,unknown
ENSP00000253193,unknown
ENSP00000341539,unknown
ENSP00000323183,unknown
ENSP00000356272,unknown
ENSP00000367878,unknown
ENSP00000309501,unknown
ENSP00000283296,unknown
ENSP00000285046,unknown
ENSP00000239446,unknown
ENSP00000275162,unknown
ENSP00000239449,unknown
ENSP00000239450,unknown
ENSP00000447056,unknown
ENSP00000396523,unknown
ENSP00000351856,unknown
ENSP00000239451,unknown
ENSP00000428288,unknown
ENSP00000348381,unknown
ENSP00000290295,unknown
ENSP00000249504,unknown
ENSP00000322579,unknown
ENSP00000378289,unknown
ENSP00000398617,unknown
ENSP00000239614,unknown
ENSP00000342313,unknown
ENSP00000347883,unknown
ENSP00000255784,unknown
ENSP00000467931,unknown
ENSP00000304854,unknown
ENSP00000333350,unknown
ENSP00000239830,unknown
ENSP00000379370,unknown
ENSP00000377782,unknown
ENSP00000296292,unknown
ENSP00000378260,"['hsa00510', 'hsa00513']"
ENSP00000328729,unknown
ENSP00000312458,unknown
ENSP00000351422,unknown
ENSP00000386840,unknown
ENSP00000367227,unknown
ENSP00000300131,unknown
ENSP00000368273,unknown
ENSP00000311196,unknown
ENSP00000336894,unknown
ENSP00000318057,['hsa04625']
ENSP00000386200,unknown
ENSP00000334002,unknown
ENSP00000290524,['hsa04612']
ENSP00000317170,unknown
ENSP00000485627,unknown
ENSP00000251143,unknown
ENSP00000392896,unknown
ENSP00000356265,unknown
ENSP00000452414,unknown
ENSP00000409315,unknown
ENSP00000286070,unknown
ENSP00000240189,unknown
ENSP00000479203,unknown
ENSP00000359415,unknown
ENSP00000478017,unknown
ENSP00000383096,unknown
ENSP00000370800,unknown
ENSP00000375109,unknown
ENSP00000485450,unknown
ENSP00000380053,unknown
ENSP00000327604,unknown
ENSP00000350314,unknown
ENSP00000361337,unknown
ENSP00000427772,['hsa04390']
ENSP00000261503,unknown
ENSP00000365567,unknown
ENSP00000383938,unknown
ENSP00000313318,unknown
ENSP00000333591,unknown
ENSP00000345147,unknown
ENSP00000370253,unknown
ENSP00000240361,unknown
ENSP00000262794,unknown
ENSP00000240364,unknown
ENSP00000345985,unknown
ENSP00000355001,unknown
ENSP00000322802,unknown
ENSP00000316609,unknown
ENSP00000240499,unknown
ENSP00000333539,unknown
ENSP00000240587,unknown
ENSP00000312277,unknown
ENSP00000398273,unknown
ENSP00000371328,unknown
ENSP00000310216,['hsa04612']
ENSP00000349709,['hsa04650']
ENSP00000240651,unknown
ENSP00000373647,unknown
ENSP00000424126,unknown
ENSP00000298622,unknown
ENSP00000291458,unknown
ENSP00000462745,unknown
ENSP00000273352,unknown
ENSP00000439065,unknown
ENSP00000355613,unknown
ENSP00000356846,unknown
ENSP00000350881,unknown
ENSP00000368716,unknown
ENSP00000373176,unknown
ENSP00000308759,unknown
ENSP00000286794,unknown
ENSP00000354972,unknown
ENSP00000265026,['hsa04010']
ENSP00000390630,unknown
ENSP00000483386,unknown
ENSP00000360822,unknown
ENSP00000298925,unknown
ENSP00000253055,unknown
ENSP00000331106,['hsa04146']
ENSP00000261835,['hsa00120']
ENSP00000380157,"['hsa00790', 'hsa04122']"
ENSP00000280684,unknown
ENSP00000288025,unknown
ENSP00000295304,['hsa00480']
ENSP00000257836,unknown
ENSP00000288228,unknown
ENSP00000375881,"['hsa00730', 'hsa00790']"
ENSP00000363753,unknown
ENSP00000365693,unknown
ENSP00000374069,unknown
ENSP00000333800,unknown
ENSP00000309538,unknown
ENSP00000281523,unknown
ENSP00000259216,unknown
ENSP00000485582,"['hsa00600', 'hsa04071']"
ENSP00000323155,unknown
ENSP00000247005,['hsa04060']
ENSP00000464145,unknown
ENSP00000346151,"['hsa04015', 'hsa04151']"
ENSP00000317439,unknown
ENSP00000366672,unknown
ENSP00000375248,unknown
ENSP00000322469,unknown
ENSP00000307860,unknown
ENSP00000312457,unknown
ENSP00000348074,unknown
ENSP00000241463,unknown
ENSP00000443292,unknown
ENSP00000344140,unknown
ENSP00000335500,unknown
ENSP00000379607,unknown
ENSP00000308496,unknown
ENSP00000341658,unknown
ENSP00000423933,unknown
ENSP00000454545,unknown
ENSP00000328720,unknown
ENSP00000482957,unknown
ENSP00000339577,unknown
ENSP00000258385,['hsa04080']
ENSP00000307479,unknown
ENSP00000389870,unknown
ENSP00000444788,['hsa00380']
ENSP00000481850,unknown
ENSP00000364526,unknown
ENSP00000362751,unknown
ENSP00000398526,unknown
ENSP00000337722,unknown
ENSP00000296135,unknown
ENSP00000242104,unknown
ENSP00000360690,unknown
ENSP00000369372,unknown
ENSP00000382592,unknown
ENSP00000436767,unknown
ENSP00000296839,unknown
ENSP00000366798,unknown
ENSP00000278780,unknown
ENSP00000327968,unknown
ENSP00000326371,unknown
ENSP00000428402,unknown
ENSP00000242315,unknown
ENSP00000295569,unknown
ENSP00000463233,"['hsa03013', 'hsa03015', 'hsa03018']"
ENSP00000367065,unknown
ENSP00000295727,unknown
ENSP00000371434,unknown
ENSP00000363869,['hsa04610']
ENSP00000242505,unknown
ENSP00000381270,unknown
ENSP00000459451,unknown
ENSP00000382349,['hsa00650']
ENSP00000348673,unknown
ENSP00000327916,['hsa00650']
ENSP00000327453,"['hsa00650', 'hsa00650']"
ENSP00000479130,"['hsa00061', 'hsa00280']"
ENSP00000340296,['hsa00650']
ENSP00000334801,['hsa00830']
ENSP00000301956,['hsa00650']
ENSP00000296658,unknown
ENSP00000243644,unknown
ENSP00000363128,unknown
ENSP00000378635,unknown
ENSP00000387303,unknown
ENSP00000479256,unknown
ENSP00000242804,unknown
ENSP00000316674,unknown
ENSP00000242819,unknown
ENSP00000483879,unknown
ENSP00000331662,unknown
ENSP00000295966,unknown
ENSP00000262198,unknown
ENSP00000328336,unknown
ENSP00000242827,unknown
ENSP00000436318,unknown
ENSP00000352927,unknown
ENSP00000430690,unknown
ENSP00000367096,unknown
ENSP00000347896,unknown
ENSP00000435770,unknown
ENSP00000473983,unknown
ENSP00000361366,['hsa04145']
ENSP00000291744,unknown
ENSP00000375907,unknown
ENSP00000406482,unknown
ENSP00000257215,['hsa04925']
ENSP00000414558,unknown
ENSP00000386928,unknown
ENSP00000407112,unknown
ENSP00000276218,"['hsa04024', 'hsa04911']"
ENSP00000297056,['hsa04925']
ENSP00000365725,unknown
ENSP00000294413,unknown
ENSP00000353854,unknown
ENSP00000349805,unknown
ENSP00000376587,['hsa00604']
ENSP00000431376,unknown
ENSP00000482195,unknown
ENSP00000376955,unknown
ENSP00000243314,unknown
ENSP00000247306,unknown
ENSP00000335060,unknown
ENSP00000319179,unknown
ENSP00000435365,unknown
ENSP00000337852,unknown
ENSP00000369857,['hsa03440']
ENSP00000366434,['hsa03440']
ENSP00000303058,unknown
ENSP00000386796,unknown
ENSP00000424757,unknown
ENSP00000346359,unknown
ENSP00000257604,unknown
ENSP00000290271,unknown
ENSP00000363891,unknown
ENSP00000354483,unknown
ENSP00000261800,unknown
ENSP00000339115,unknown
ENSP00000412130,['hsa04022']
ENSP00000357342,['hsa04929']
ENSP00000263369,unknown
ENSP00000370607,unknown
ENSP00000436596,unknown
ENSP00000314116,unknown
ENSP00000335094,unknown
ENSP00000252934,unknown
ENSP00000356385,unknown
ENSP00000356386,unknown
ENSP00000320797,unknown
ENSP00000301744,unknown
ENSP00000293604,unknown
ENSP00000262753,unknown
ENSP00000243878,unknown
ENSP00000324870,unknown
ENSP00000299413,unknown
ENSP00000452521,unknown
ENSP00000424176,unknown
ENSP00000401328,unknown
ENSP00000322218,unknown
ENSP00000263370,"['hsa00562', 'hsa04020', 'hsa04070']"
ENSP00000262940,['hsa04014']
ENSP00000363046,"['hsa00562', 'hsa04070']"
ENSP00000400892,unknown
ENSP00000356906,['hsa04650']
ENSP00000359552,"['hsa04151', 'hsa04621']"
ENSP00000304147,unknown
ENSP00000435835,unknown
ENSP00000446917,unknown
ENSP00000342336,unknown
ENSP00000352216,unknown
ENSP00000342385,['hsa00590']
ENSP00000478589,unknown
ENSP00000413929,unknown
ENSP00000253458,unknown
ENSP00000388293,unknown
ENSP00000458715,['hsa04064']
ENSP00000331556,unknown
ENSP00000357750,"['hsa04218', 'hsa04657']"
ENSP00000244096,unknown
ENSP00000338796,unknown
ENSP00000328423,unknown
ENSP00000469394,unknown
ENSP00000470185,unknown
ENSP00000390070,unknown
ENSP00000469011,unknown
ENSP00000485185,unknown
ENSP00000484668,unknown
ENSP00000366118,unknown
ENSP00000335578,unknown
ENSP00000365838,unknown
ENSP00000321070,['hsa00620']
ENSP00000244221,unknown
ENSP00000274710,['hsa04144']
ENSP00000380690,unknown
ENSP00000267807,unknown
ENSP00000341815,unknown
ENSP00000345837,unknown
ENSP00000405674,unknown
ENSP00000244241,"['hsa04060', 'hsa04657']"
ENSP00000356562,unknown
ENSP00000295981,"['hsa04060', 'hsa04657']"
ENSP00000383900,unknown
ENSP00000301286,['hsa03320']
ENSP00000353650,unknown
ENSP00000368362,unknown
ENSP00000361007,unknown
ENSP00000424226,unknown
ENSP00000315870,unknown
ENSP00000292140,unknown
ENSP00000358886,unknown
ENSP00000303696,unknown
ENSP00000313995,unknown
ENSP00000293973,unknown
ENSP00000244513,unknown
ENSP00000264808,unknown
ENSP00000244519,unknown
ENSP00000348751,unknown
ENSP00000289361,unknown
ENSP00000357901,unknown
ENSP00000369270,unknown
ENSP00000317903,unknown
ENSP00000415030,unknown
ENSP00000319636,['hsa00601']
ENSP00000445633,unknown
ENSP00000329264,unknown
ENSP00000366962,unknown
ENSP00000321744,unknown
ENSP00000348924,unknown
ENSP00000280097,['hsa00340']
ENSP00000337991,unknown
ENSP00000367030,unknown
ENSP00000318085,unknown
ENSP00000244565,unknown
ENSP00000342962,unknown
ENSP00000355752,unknown
ENSP00000339314,unknown
ENSP00000440396,unknown
ENSP00000480262,unknown
ENSP00000342019,unknown
ENSP00000244576,unknown
ENSP00000281961,unknown
ENSP00000303490,unknown
ENSP00000411948,unknown
ENSP00000329943,unknown
ENSP00000394770,unknown
ENSP00000343140,unknown
ENSP00000414022,unknown
ENSP00000342570,unknown
ENSP00000418767,unknown
ENSP00000371018,unknown
ENSP00000402855,unknown
ENSP00000367075,unknown
ENSP00000369611,unknown
ENSP00000301790,unknown
ENSP00000359925,unknown
ENSP00000376403,unknown
ENSP00000430919,unknown
ENSP00000244751,unknown
ENSP00000314223,unknown
ENSP00000311766,unknown
ENSP00000288680,unknown
ENSP00000393316,unknown
ENSP00000329918,unknown
ENSP00000319974,unknown
ENSP00000437532,unknown
ENSP00000398048,unknown
ENSP00000471646,unknown
ENSP00000344545,unknown
ENSP00000373566,unknown
ENSP00000332513,unknown
ENSP00000405218,unknown
ENSP00000245105,unknown
ENSP00000245121,unknown
ENSP00000444412,unknown
ENSP00000256544,unknown
ENSP00000457704,unknown
ENSP00000479206,unknown
ENSP00000479069,unknown
ENSP00000298307,unknown
ENSP00000378996,unknown
ENSP00000423099,unknown
ENSP00000300456,['hsa03320']
ENSP00000399415,"['hsa00270', 'hsa00380', 'hsa00450']"
ENSP00000300784,unknown
ENSP00000269373,unknown
ENSP00000263576,unknown
ENSP00000357812,unknown
ENSP00000317177,unknown
ENSP00000251864,unknown
ENSP00000284629,unknown
ENSP00000415056,unknown
ENSP00000393275,unknown
ENSP00000446485,unknown
ENSP00000384376,unknown
ENSP00000296859,"['hsa04015', 'hsa04530']"
ENSP00000262659,unknown
ENSP00000308893,unknown
ENSP00000361027,"['hsa04390', 'hsa04530']"
ENSP00000442477,unknown
ENSP00000301887,unknown
ENSP00000368698,unknown
ENSP00000361959,unknown
ENSP00000280527,unknown
ENSP00000414657,unknown
ENSP00000311291,unknown
ENSP00000379065,unknown
ENSP00000323670,unknown
ENSP00000354451,unknown
ENSP00000368414,unknown
ENSP00000436212,unknown
ENSP00000245543,unknown
ENSP00000433126,unknown
ENSP00000337854,unknown
ENSP00000407301,unknown
ENSP00000350961,unknown
ENSP00000265732,unknown
ENSP00000370021,unknown
ENSP00000319052,unknown
ENSP00000369614,unknown
ENSP00000403400,unknown
ENSP00000245564,unknown
ENSP00000384398,unknown
ENSP00000297977,unknown
ENSP00000389395,"['hsa00561', 'hsa00564']"
ENSP00000477627,unknown
ENSP00000310551,"['hsa00561', 'hsa00564']"
ENSP00000379651,['hsa04662']
ENSP00000478458,unknown
ENSP00000379008,unknown
ENSP00000470652,unknown
ENSP00000359484,['hsa04144']
ENSP00000342518,unknown
ENSP00000346112,unknown
ENSP00000297146,unknown
ENSP00000245796,['hsa04144']
ENSP00000282026,unknown
ENSP00000323847,unknown
ENSP00000304410,unknown
ENSP00000372160,unknown
ENSP00000343636,unknown
ENSP00000388137,unknown
ENSP00000357238,unknown
ENSP00000345797,unknown
ENSP00000337146,unknown
ENSP00000381824,unknown
ENSP00000356470,unknown
ENSP00000365919,unknown
ENSP00000255305,unknown
ENSP00000410815,unknown
ENSP00000360997,unknown
ENSP00000362888,['hsa00430']
ENSP00000270879,unknown
ENSP00000252338,unknown
ENSP00000411770,['hsa04145']
ENSP00000262031,unknown
ENSP00000264553,unknown
ENSP00000314299,unknown
ENSP00000385035,['hsa04610']
ENSP00000356395,unknown
ENSP00000364791,unknown
ENSP00000365505,unknown
ENSP00000445626,unknown
ENSP00000418813,unknown
ENSP00000450864,['hsa04922']
ENSP00000326022,unknown
ENSP00000254029,unknown
ENSP00000360560,unknown
ENSP00000326330,['hsa04512']
ENSP00000373827,unknown
ENSP00000344749,unknown
ENSP00000436557,unknown
ENSP00000479542,unknown
ENSP00000366694,unknown
ENSP00000377545,unknown
ENSP00000359778,unknown
ENSP00000305107,unknown
ENSP00000246024,unknown
ENSP00000347748,unknown
ENSP00000345102,unknown
ENSP00000293879,unknown
ENSP00000339916,['hsa04666']
ENSP00000360165,unknown
ENSP00000265598,['hsa04142']
ENSP00000379047,unknown
ENSP00000301408,unknown
ENSP00000266604,unknown
ENSP00000321684,unknown
ENSP00000419185,unknown
ENSP00000375849,unknown
ENSP00000435010,unknown
ENSP00000371644,unknown
ENSP00000312702,unknown
ENSP00000371835,unknown
ENSP00000360190,unknown
ENSP00000349568,unknown
ENSP00000297439,['hsa02010']
ENSP00000417128,unknown
ENSP00000319126,unknown
ENSP00000335538,unknown
ENSP00000335382,unknown
ENSP00000326309,unknown
ENSP00000253381,unknown
ENSP00000333234,unknown
ENSP00000365492,unknown
ENSP00000371643,unknown
ENSP00000485031,unknown
ENSP00000371847,unknown
ENSP00000381703,unknown
ENSP00000371813,unknown
ENSP00000383396,unknown
ENSP00000383398,unknown
ENSP00000359384,unknown
ENSP00000299290,unknown
ENSP00000404991,unknown
ENSP00000246151,unknown
ENSP00000270708,unknown
ENSP00000303758,unknown
ENSP00000252992,unknown
ENSP00000363259,unknown
ENSP00000309163,['hsa00900']
ENSP00000326267,unknown
ENSP00000303423,['hsa00900']
ENSP00000246190,unknown
ENSP00000329647,unknown
ENSP00000481613,unknown
ENSP00000387380,unknown
ENSP00000335481,unknown
ENSP00000329638,unknown
ENSP00000246229,unknown
ENSP00000479101,unknown
ENSP00000252998,unknown
ENSP00000435342,unknown
ENSP00000246421,unknown
ENSP00000481421,unknown
ENSP00000372612,unknown
ENSP00000464976,unknown
ENSP00000294454,unknown
ENSP00000367911,unknown
ENSP00000485584,unknown
ENSP00000297307,unknown
ENSP00000334463,unknown
ENSP00000411439,unknown
ENSP00000407546,unknown
ENSP00000246532,unknown
ENSP00000264080,unknown
ENSP00000270792,unknown
ENSP00000341565,unknown
ENSP00000375844,unknown
ENSP00000347532,unknown
ENSP00000359221,unknown
ENSP00000327197,unknown
ENSP00000311778,unknown
ENSP00000339830,unknown
ENSP00000330720,unknown
ENSP00000375151,unknown
ENSP00000332690,unknown
ENSP00000480558,unknown
ENSP00000261880,unknown
ENSP00000299045,unknown
ENSP00000357440,unknown
ENSP00000342699,unknown
ENSP00000482218,unknown
ENSP00000356621,['hsa04014']
ENSP00000359795,unknown
ENSP00000440982,['hsa04014']
ENSP00000310722,"['hsa04114', 'hsa04914']"
ENSP00000348043,unknown
ENSP00000270645,unknown
ENSP00000360138,unknown
ENSP00000286067,unknown
ENSP00000353769,unknown
ENSP00000339179,unknown
ENSP00000304822,unknown
ENSP00000318437,unknown
ENSP00000302400,unknown
ENSP00000343172,unknown
ENSP00000357905,unknown
ENSP00000320794,unknown
ENSP00000329662,unknown
ENSP00000246914,unknown
ENSP00000272223,unknown
ENSP00000465204,unknown
ENSP00000439937,['hsa04068']
ENSP00000278422,unknown
ENSP00000320089,unknown
ENSP00000378312,unknown
ENSP00000358035,unknown
ENSP00000374071,unknown
ENSP00000268070,unknown
ENSP00000483599,unknown
ENSP00000347484,['hsa04350']
ENSP00000327608,unknown
ENSP00000297354,unknown
ENSP00000274181,unknown
ENSP00000274487,unknown
ENSP00000257359,unknown
ENSP00000346478,unknown
ENSP00000369921,unknown
ENSP00000299164,unknown
ENSP00000258613,unknown
ENSP00000277746,unknown
ENSP00000358478,['hsa04918']
ENSP00000359198,unknown
ENSP00000283629,unknown
ENSP00000247226,unknown
ENSP00000315265,unknown
ENSP00000334958,unknown
ENSP00000247270,unknown
ENSP00000340519,unknown
ENSP00000371606,unknown
ENSP00000479860,unknown
ENSP00000418112,unknown
ENSP00000368402,unknown
ENSP00000377047,unknown
ENSP00000385277,unknown
ENSP00000485541,unknown
ENSP00000333487,unknown
ENSP00000472118,unknown
ENSP00000471017,unknown
ENSP00000359546,unknown
ENSP00000421861,unknown
ENSP00000355421,unknown
ENSP00000305465,unknown
ENSP00000346206,"['hsa02010', 'hsa04145', 'hsa04612']"
ENSP00000379826,unknown
ENSP00000473929,unknown
ENSP00000327763,unknown
ENSP00000436691,['hsa04621']
ENSP00000304336,['hsa04621']
ENSP00000321962,unknown
ENSP00000358042,['hsa00970']
ENSP00000358932,unknown
ENSP00000276569,unknown
ENSP00000298546,unknown
ENSP00000306528,unknown
ENSP00000338034,unknown
ENSP00000314806,unknown
ENSP00000479910,unknown
ENSP00000361803,['hsa04144']
ENSP00000352173,unknown
ENSP00000380933,unknown
ENSP00000297767,unknown
ENSP00000247930,unknown
ENSP00000420418,unknown
ENSP00000338572,unknown
ENSP00000356481,unknown
ENSP00000337425,['hsa00531']
ENSP00000384616,unknown
ENSP00000247956,unknown
ENSP00000434887,unknown
ENSP00000324573,unknown
