ensembl,gene_exp,Affinity,Class,disease_score,disgenet_score,pathways,kinaseness
ENSP00000272223,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272233,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272238,0.0,0.0,0.0,0.0,0.0,"['hsa00190', 'hsa04145', 'hsa04150']",1.0
ENSP00000272252,0.0,0.0,0.0,0.0,0.0,"['hsa00010', 'hsa00052']",1.0
ENSP00000272286,0.0,0.0,0.0,0.0,0.0,['hsa02010'],1.0
ENSP00000272298,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272317,0.0,0.0,0.0,0.0,0.0,['hsa03010'],1.0
ENSP00000272321,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272322,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272324,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272342,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272367,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272369,0.0,0.0,0.0,0.0,0.0,['hsa04550'],1.0
ENSP00000272371,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272418,0.0,0.0,0.0,0.0,0.0,['hsa03010'],1.0
ENSP00000272424,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272425,0.0,0.0,0.0,0.0,0.0,['hsa00480'],1.0
ENSP00000272430,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272433,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272438,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272444,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272452,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272519,0.0,0.0,0.0,0.0,0.0,"['hsa04014', 'hsa04015', 'hsa04072']",1.0
ENSP00000272542,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272638,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272641,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272643,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272645,0.0,0.0,0.0,0.0,0.0,['hsa03020'],1.0
ENSP00000272647,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272732,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272748,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272771,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272847,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000272852,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272895,0.0,0.0,0.0,0.0,0.0,['hsa02010'],1.0
ENSP00000272902,0.0,0.0,0.0,0.0,0.0,['hsa04142'],1.0
ENSP00000272907,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000272928,0.0,0.0,0.0,1.098,0.01,"['hsa04060', 'hsa04061']",1.0
ENSP00000272937,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273047,0.0,0.0,0.0,0.0,0.0,"['hsa04014', 'hsa04144', 'hsa04145']",1.0
ENSP00000273062,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273063,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273064,0.0,0.0,0.0,0.0,0.0,['hsa03018'],1.0
ENSP00000273067,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273075,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273077,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273130,0.0,0.0,0.0,0.0,0.0,['hsa04145'],1.0
ENSP00000273153,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273158,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273173,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273179,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273183,1.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273258,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273261,0.0,0.0,0.0,1.071,0.01,unknown,1.0
ENSP00000273283,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273286,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273308,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273317,0.0,0.0,0.0,0.0,0.0,['hsa04390'],1.0
ENSP00000273320,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273352,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273353,0.0,0.0,0.0,0.0,0.0,['hsa04530'],1.0
ENSP00000273359,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273371,0.0,0.0,0.0,0.0,0.0,['hsa04014'],1.0
ENSP00000273375,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273390,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273398,0.0,0.0,0.0,0.0,0.0,"['hsa00190', 'hsa04145', 'hsa04150']",1.0
ENSP00000273450,0.0,0.0,0.0,0.0,0.0,['hsa00670'],1.0
ENSP00000273480,0.0,0.0,0.0,0.0,0.0,['hsa04120'],1.0
ENSP00000273541,0.0,0.0,0.0,0.0,0.0,['hsa03040'],1.0
ENSP00000273550,0.0,0.0,0.0,0.0,0.0,"['hsa04216', 'hsa04217']",1.0
ENSP00000273588,0.0,0.0,0.0,0.0,0.0,"['hsa00260', 'hsa00630', 'hsa00670']",1.0
ENSP00000273590,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273596,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273598,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273610,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000273666,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273668,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273783,0.0,0.0,0.0,0.0,0.0,['hsa03013'],1.0
ENSP00000273814,0.0,0.0,0.0,0.0,0.0,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']",1.0
ENSP00000273853,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273857,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273859,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273861,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273920,0.0,0.0,0.0,0.0,0.0,['hsa00270'],1.0
ENSP00000273936,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273962,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273963,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000273980,0.0,0.0,0.0,0.0,0.0,unknown,2.0
ENSP00000273986,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274000,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274008,0.0,0.0,0.0,0.0,0.0,['hsa03008'],1.0
ENSP00000274024,0.0,0.0,0.0,0.0,0.0,['hsa03320'],1.0
ENSP00000274026,0.0,0.0,0.0,1.6880000000000002,0.01,"['hsa04110', 'hsa04152', 'hsa04218', 'hsa04914']",1.0
ENSP00000274031,0.0,0.0,0.0,0.0,0.0,"['hsa00310', 'hsa04068']",1.0
ENSP00000274054,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274063,0.0,0.0,0.0,0.0,0.0,['hsa04310'],1.0
ENSP00000274093,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000274137,0.0,0.0,0.0,0.0,0.0,['hsa00190'],1.0
ENSP00000274140,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274181,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274192,0.0,0.0,0.0,0.0,0.0,['hsa00140'],1.0
ENSP00000274217,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274255,0.0,0.0,0.0,1.529,0.01,"['hsa04068', 'hsa04110', 'hsa04120', 'hsa04150']",1.0
ENSP00000274276,0.0,0.0,0.0,0.0,0.0,"['hsa04060', 'hsa04151', 'hsa04630']",1.0
ENSP00000274278,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274289,0.0,4.176095602,0.0,0.0,0.0,['hsa04068'],2.0
ENSP00000274306,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000274311,0.0,0.0,0.0,0.0,0.0,['hsa03015'],1.0
ENSP00000274341,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274353,0.0,0.0,0.0,0.0,0.0,"['hsa00260', 'hsa00270']",1.0
ENSP00000274361,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274364,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274368,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274376,0.0,0.0,0.0,0.0,0.0,"['hsa04010', 'hsa04014']",1.0
ENSP00000274382,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274432,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274457,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274458,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274473,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274487,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274496,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274498,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274507,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274520,0.0,0.0,0.0,0.0,0.0,"['hsa04060', 'hsa04630']",1.0
ENSP00000274532,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274545,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000274547,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000274565,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274569,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274605,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274606,0.0,0.0,0.0,0.0,0.0,['hsa03008'],1.0
ENSP00000274625,0.0,0.0,0.0,0.0,0.0,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']",1.0
ENSP00000274629,0.0,0.0,0.0,0.0,0.0,"['hsa04022', 'hsa04911']",1.0
ENSP00000274643,0.0,5.0,0.0,0.0,0.0,"['hsa04020', 'hsa04022', 'hsa04371', 'hsa04510', 'hsa04611', 'hsa04921']",2.0
ENSP00000274673,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274695,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274710,0.0,0.0,0.0,0.0,0.0,['hsa04144'],1.0
ENSP00000274711,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274712,0.0,0.0,0.0,0.0,0.0,['hsa03040'],1.0
ENSP00000274721,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274764,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274766,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274773,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274787,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274793,0.0,0.0,0.0,0.0,0.0,['hsa00565'],1.0
ENSP00000274811,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274813,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274849,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274853,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274938,0.0,0.0,0.0,1.721,0.01,unknown,1.0
ENSP00000274963,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000274979,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275015,0.0,0.0,0.0,0.0,0.0,"['hsa04658', 'hsa04659', 'hsa04660', 'hsa04662', 'hsa04920']",1.0
ENSP00000275016,0.0,0.0,0.0,0.0,0.0,['hsa00120'],1.0
ENSP00000275034,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275072,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275162,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275200,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000275216,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000275227,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275230,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275300,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275358,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275364,0.0,0.0,0.0,0.0,0.0,"['hsa04010', 'hsa04022', 'hsa04071', 'hsa04072', 'hsa04928']",1.0
ENSP00000275428,0.0,0.0,0.0,0.0,0.0,['hsa00480'],1.0
ENSP00000275461,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275493,0.0,5.0341184519999995,0.0,3.358,0.1,"['hsa04010', 'hsa04012', 'hsa04014', 'hsa04015', 'hsa04020', 'hsa04066', 'hsa04068', 'hsa04072', 'hsa04144', 'hsa04151', 'hsa04510', 'hsa04520', 'hsa04540', 'hsa04630', 'hsa04912', 'hsa04915', 'hsa04921', 'hsa04926', 'hsa04928']",2.0
ENSP00000275517,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275525,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275532,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275560,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275603,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275730,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275732,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275766,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275767,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275815,0.0,4.588047801,0.0,0.0,0.0,unknown,2.0
ENSP00000275820,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275884,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000275954,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276052,0.0,5.0,0.0,0.0,0.0,unknown,2.0
ENSP00000276055,0.0,0.0,0.0,0.0,0.0,['hsa00532'],1.0
ENSP00000276062,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276077,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276079,0.0,0.0,0.0,2.935,0.02,unknown,1.0
ENSP00000276127,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276173,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276185,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276198,0.0,0.0,0.0,0.0,0.0,"['hsa04020', 'hsa04080', 'hsa04540']",1.0
ENSP00000276201,0.0,0.0,0.0,0.0,0.0,"['hsa03013', 'hsa03015']",1.0
ENSP00000276202,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276211,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276282,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276297,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276390,0.0,0.0,0.0,0.0,0.0,"['hsa00190', 'hsa04145', 'hsa04150']",1.0
ENSP00000276410,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000276414,0.0,0.0,0.0,0.0,0.0,"['hsa04080', 'hsa04912', 'hsa04929']",1.0
ENSP00000276416,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276420,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276431,0.0,0.0,0.0,2.2430000000000003,0.03,"['hsa04060', 'hsa04061', 'hsa04115', 'hsa04210', 'hsa04217', 'hsa04650']",1.0
ENSP00000276440,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276449,0.0,0.0,0.0,0.0,0.0,"['hsa04913', 'hsa04925', 'hsa04927']",1.0
ENSP00000276461,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276480,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276533,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276569,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276570,0.0,0.0,0.0,0.0,0.0,['hsa04141'],1.0
ENSP00000276571,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000276585,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276590,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276594,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276603,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276616,0.0,0.0,0.0,0.0,0.0,unknown,2.0
ENSP00000276651,0.0,0.0,0.0,0.0,0.0,"['hsa00240', 'hsa00410', 'hsa00770', 'hsa00983']",1.0
ENSP00000276654,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276659,0.0,0.0,0.0,0.0,0.0,['hsa04310'],1.0
ENSP00000276689,0.0,0.0,0.0,0.0,0.0,['hsa00190'],1.0
ENSP00000276704,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276708,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276816,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276893,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000276914,0.0,0.0,0.0,3.12,0.03,['hsa03320'],1.0
ENSP00000276925,0.0,0.0,0.0,1.154,0.23,"['hsa04068', 'hsa04110', 'hsa04218', 'hsa04350']",1.0
ENSP00000276927,0.0,0.0,0.0,5.791,0.07,"['hsa04060', 'hsa04060', 'hsa04151', 'hsa04151', 'hsa04217', 'hsa04217', 'hsa04620', 'hsa04620', 'hsa04621', 'hsa04621', 'hsa04622', 'hsa04622', 'hsa04623', 'hsa04623', 'hsa04630', 'hsa04630', 'hsa04650', 'hsa04650']",1.0
ENSP00000276943,0.0,0.0,0.0,0.0,0.0,"['hsa04060', 'hsa04622', 'hsa04630']",1.0
ENSP00000277010,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277120,0.0,4.970819371,0.0,0.0,0.0,"['hsa04010', 'hsa04014', 'hsa04151']",2.0
ENSP00000277165,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277225,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277458,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277517,0.0,0.0,0.0,0.0,0.0,['hsa00900'],1.0
ENSP00000277540,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277541,0.0,0.0,0.0,0.0,0.0,"['hsa04330', 'hsa04658', 'hsa04919']",1.0
ENSP00000277554,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277570,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277575,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277632,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277746,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277865,0.0,0.0,0.0,0.0,0.0,"['hsa00220', 'hsa00250', 'hsa00471', 'hsa00910', 'hsa04217']",1.0
ENSP00000277895,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277903,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000277942,0.0,0.0,0.0,0.0,0.0,['hsa04080'],1.0
ENSP00000278025,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278060,0.0,0.0,0.0,0.0,0.0,['hsa04146'],1.0
ENSP00000278070,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278071,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278193,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278198,0.0,0.0,0.0,0.0,0.0,['hsa04514'],1.0
ENSP00000278200,0.0,0.0,0.0,0.0,0.0,['hsa03060'],1.0
ENSP00000278243,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278282,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278314,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278317,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278319,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278353,0.0,0.0,0.0,0.0,0.0,"['hsa00062', 'hsa00140', 'hsa01040']",1.0
ENSP00000278379,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278407,0.0,0.0,0.0,0.0,0.0,['hsa04610'],1.0
ENSP00000278412,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278422,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278426,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278483,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278505,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278520,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278550,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278559,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278568,0.0,4.718766402,0.0,1.358,0.32,"['hsa04010', 'hsa04012', 'hsa04014', 'hsa04024', 'hsa04062', 'hsa04510', 'hsa04625', 'hsa04650', 'hsa04660', 'hsa04666']",2.0
ENSP00000278572,0.0,0.0,0.0,0.0,0.0,['hsa03010'],1.0
ENSP00000278590,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278612,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278616,0.0,0.0,0.0,0.0,0.0,"['hsa03440', 'hsa04064', 'hsa04068', 'hsa04110', 'hsa04115', 'hsa04210', 'hsa04218']",2.0
ENSP00000278618,0.0,0.0,0.0,0.0,0.0,['hsa00770'],1.0
ENSP00000278671,0.0,0.0,0.0,0.0,0.0,['hsa04150'],1.0
ENSP00000278715,0.0,0.0,0.0,0.0,0.0,['hsa00860'],1.0
ENSP00000278742,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278780,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278823,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278826,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278829,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278833,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278836,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278840,0.0,0.0,0.0,0.0,0.0,"['hsa00592', 'hsa01040', 'hsa03320']",1.0
ENSP00000278853,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278855,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278865,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278886,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278888,0.0,0.0,0.0,0.0,0.0,"['hsa04071', 'hsa04072', 'hsa04664']",1.0
ENSP00000278903,0.0,0.0,0.0,0.0,0.0,['hsa04115'],1.0
ENSP00000278919,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278927,0.0,0.0,0.0,0.0,0.0,"['hsa04514', 'hsa04670']",1.0
ENSP00000278935,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278937,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278947,1.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000278980,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279022,0.0,0.0,0.0,0.0,0.0,"['hsa04022', 'hsa04024', 'hsa04510', 'hsa04530', 'hsa04670', 'hsa04921']",1.0
ENSP00000279024,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279027,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279036,0.0,0.0,0.0,0.0,0.0,['hsa00563'],1.0
ENSP00000279068,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279101,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279146,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279147,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279168,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279178,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279206,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279227,0.0,0.0,0.0,0.0,0.0,['hsa04611'],1.0
ENSP00000279242,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279249,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279263,0.0,0.0,0.0,0.0,0.0,['hsa00100'],1.0
ENSP00000279387,0.0,0.0,0.0,0.0,0.0,['hsa04922'],1.0
ENSP00000279392,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279441,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279488,0.0,0.0,0.0,0.0,0.0,['hsa04010'],1.0
ENSP00000279575,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279804,0.0,0.0,0.0,0.0,0.0,"['hsa04060', 'hsa04630']",1.0
ENSP00000279873,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000279907,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280020,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280057,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280082,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280097,0.0,0.0,0.0,0.0,0.0,['hsa00340'],1.0
ENSP00000280098,0.0,0.0,0.0,0.0,0.0,['hsa04340'],1.0
ENSP00000280154,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280155,0.0,0.0,0.0,0.0,0.0,"['hsa04022', 'hsa04080']",1.0
ENSP00000280187,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280190,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280191,1.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280200,0.0,0.0,0.0,0.0,0.0,['hsa04514'],1.0
ENSP00000280236,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280245,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280258,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280295,-1.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280325,0.0,0.0,0.0,0.0,0.0,unknown,1.0
ENSP00000280326,0.0,0.0,0.0,0.0,0.0,unknown,1.0
